,subjectID,Behavior20,Behavior21,Behavior22,Behavior23,Behavior24,Behavior25,Behavior26,Behavior27,Behavior28,Behavior29,Behavior30,Behavior31,Behavior32,Behavior33,Behavior34,Behavior35,Behavior64,Fear_of_everyday_situations441,Fear_of_everyday_situations445,Fear_of_everyday_situations447,Fear_of_everyday_situations449,Fear_of_everyday_situations453,Fear_of_everyday_situations454,Fear_of_everyday_situations462,Risk_perception1,Risk_perception10,Risk_perception110,Risk_perception111,Risk_perception112,Risk_perception113,Risk_perception114,Risk_perception115,Risk_perception116,Risk_perception2,Risk_perception3,Risk_perception4,Risk_perception5,Risk_perception6,Risk_perception7,Risk_perception8,Risk_perception9
0,sub0509,79.0,57.0,7.0,0.0,0.0,10.0,21.0,0.0,12.0,100.0,80.0,100.0,98.0,75.0,77.0,75.0,79.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,68,78.0,76.0,85.0,81.0,87.0,55.0,77.0,23.0,7,14,70,60,70.0,78.0,75.0,100.0
1,sub0071,0.0,0.0,0.0,0.0,1.0,14.0,21.0,34.0,16.0,73.0,67.0,9.0,17.0,10.0,69.0,21.0,23.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,29,70.0,23.0,55.0,58.0,60.0,70.0,35.0,19.0,49,65,61,37,49.0,50.0,60.0,52.0
2,sub0201,14.0,0.0,0.0,0.0,0.0,65.0,69.0,26.0,75.0,82.0,86.0,100.0,69.0,0.0,100.0,100.0,100.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,17,100.0,100.0,100.0,100.0,100.0,100.0,85.0,14.0,100,81,72,22,45.0,61.0,87.0,3.0
3,sub0225,37.0,0.0,0.0,0.0,0.0,21.0,77.0,49.0,49.0,76.0,88.0,100.0,67.0,24.0,18.0,14.0,100.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,25,36.0,62.0,54.0,62.0,40.0,56.0,58.0,40.0,37,69,48,56,59.0,66.0,81.0,53.0
4,sub0185,0.0,0.0,0.0,0.0,0.0,18.0,94.0,57.0,74.0,61.0,77.0,99.0,61.0,83.0,84.0,84.0,88.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,87,97.0,99.0,99.0,78.0,91.0,100.0,58.0,1.0,93,65,69,86,81.0,83.0,81.0,50.0
5,sub0367,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,1.0,94.0,78.0,64.0,74.0,32.0,89.0,87.0,87.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,32,40.0,35.0,71.0,25.0,40.0,36.0,86.0,91.0,52,15,14,22,15.0,26.0,15.0,29.0
6,sub0499,8.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6.0,100.0,99.0,89.0,86.0,4.0,69.0,100.0,96.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,42,100.0,21.0,96.0,91.0,68.0,94.0,93.0,18.0,53,72,77,56,52.0,58.0,64.0,98.0
7,sub0236,0.0,0.0,0.0,0.0,0.0,36.0,91.0,50.0,62.0,64.0,87.0,92.0,83.0,68.0,63.0,59.0,81.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,61,63.0,56.0,86.0,91.0,77.0,68.0,36.0,25.0,75,93,98,69,53.0,45.0,37.0,42.0
8,sub0346,40.0,14.0,0.0,0.0,0.0,0.0,7.0,62.0,51.0,63.0,50.0,62.0,50.0,33.0,25.0,49.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,39,51.0,28.0,49.0,50.0,50.0,51.0,54.0,30.0,40,53,51,39,49.0,50.0,61.0,55.0
9,sub0644,0.0,0.0,0.0,0.0,0.0,29.0,76.0,0.0,0.0,50.0,84.0,28.0,52.0,21.0,75.0,46.0,69.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,37,59.0,32.0,82.0,36.0,46.0,49.0,88.0,46.0,70,55,32,45,43.0,40.0,40.0,48.0
10,sub0031,64.0,21.0,5.0,0.0,0.0,0.0,48.0,63.0,19.0,5.0,78.0,87.0,91.0,73.0,91.0,91.0,92.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,5,66.0,7.0,86.0,57.0,70.0,86.0,85.0,26.0,37,16,68,9,16.0,23.0,28.0,59.0
11,sub0601,13.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,47.0,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50,28.0,14.0,5.0,0.0,0.0,11.0,51.0,38.0,4,0,0,47,48.0,48.0,46.0,49.0
12,sub0613,25.0,0.0,0.0,0.0,0.0,32.0,96.0,55.0,87.0,96.0,95.0,48.0,37.0,98.0,100.0,100.0,97.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,76,99.0,97.0,100.0,100.0,100.0,99.0,65.0,50.0,96,100,98,98,97.0,100.0,100.0,100.0
13,sub0012,29.0,12.0,3.0,4.0,0.0,35.0,29.0,61.0,75.0,73.0,69.0,48.0,55.0,52.0,48.0,47.0,72.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,46,51.0,49.0,29.0,48.0,50.0,48.0,49.0,47.0,35,49,41,30,45.0,28.0,16.0,82.0
14,sub0523,86.0,51.0,47.0,50.0,17.0,14.0,76.0,84.0,22.0,79.0,87.0,87.0,81.0,9.0,13.0,14.0,81.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,49,28.0,2.0,5.0,5.0,16.0,40.0,80.0,83.0,6,6,20,79,75.0,77.0,81.0,47.0
15,sub0373,43.0,20.0,5.0,0.0,0.0,80.0,91.0,83.0,67.0,91.0,100.0,100.0,100.0,85.0,100.0,95.0,100.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,36,17.0,84.0,96.0,79.0,94.0,96.0,100.0,73.0,20,17,48,26,27.0,25.0,28.0,13.0
16,sub0540,11.0,1.0,0.0,0.0,0.0,28.0,96.0,97.0,80.0,98.0,100.0,96.0,92.0,89.0,98.0,100.0,98.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,36,68.0,46.0,81.0,64.0,62.0,49.0,43.0,19.0,72,12,50,51,68.0,63.0,61.0,68.0
17,sub0182,53.0,31.0,1.0,0.0,0.0,88.0,93.0,43.0,47.0,33.0,99.0,100.0,85.0,5.0,51.0,51.0,100.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,6,25.0,3.0,37.0,48.0,15.0,25.0,100.0,70.0,45,33,66,33,2.0,14.0,25.0,3.0
18,sub0286,49.0,0.0,0.0,0.0,0.0,0.0,81.0,51.0,48.0,63.0,95.0,74.0,15.0,57.0,92.0,53.0,93.0,2.0,2.0,1.0,2.0,0.0,4.0,2.0,5,99.0,39.0,97.0,66.0,83.0,80.0,51.0,51.0,99,57,72,8,9.0,10.0,20.0,91.0
19,sub0221,10.0,0.0,0.0,0.0,0.0,41.0,100.0,35.0,46.0,73.0,97.0,99.0,68.0,65.0,75.0,72.0,100.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,66,83.0,80.0,92.0,62.0,64.0,76.0,75.0,63.0,74,65,58,74,71.0,77.0,89.0,89.0
20,sub0287,0.0,0.0,0.0,0.0,0.0,30.0,94.0,4.0,5.0,100.0,95.0,58.0,68.0,39.0,85.0,95.0,95.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,47,56.0,24.0,89.0,55.0,48.0,50.0,93.0,66.0,51,70,25,41,41.0,63.0,76.0,62.0
21,sub0634,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.0,42.0,51.0,100.0,100.0,50.0,13.0,79.0,100.0,100.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,12,39.0,0.0,79.0,100.0,100.0,100.0,94.0,0.0,79,65,51,31,32.0,34.0,47.0,0.0
22,sub0467,10.0,1.0,2.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,87.0,100.0,94.0,0.0,0.0,0.0,70.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,49,50.0,11.0,21.0,50.0,18.0,27.0,87.0,49.0,51,97,86,50,50.0,50.0,50.0,50.0
23,sub0135,96.0,67.0,47.0,21.0,2.0,0.0,83.0,0.0,0.0,55.0,99.0,99.0,58.0,1.0,3.0,2.0,94.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,73,8.0,2.0,5.0,99.0,1.0,8.0,89.0,71.0,1,3,68,65,62.0,65.0,66.0,45.0
24,sub0560,69.0,40.0,32.0,10.0,5.0,32.0,54.0,38.0,20.0,59.0,61.0,44.0,75.0,17.0,11.0,11.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24,17.0,46.0,45.0,47.0,15.0,13.0,67.0,76.0,11,12,27,17,13.0,15.0,19.0,53.0
25,sub0091,6.0,0.0,0.0,0.0,0.0,14.0,100.0,2.0,0.0,89.0,84.0,49.0,76.0,87.0,100.0,100.0,56.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,81,100.0,89.0,84.0,44.0,16.0,100.0,76.0,9.0,19,8,26,95,71.0,72.0,84.0,100.0
26,sub0480,33.0,0.0,0.0,0.0,0.0,2.0,49.0,51.0,1.0,46.0,93.0,78.0,97.0,13.0,5.0,79.0,87.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,17,13.0,1.0,15.0,22.0,6.0,6.0,86.0,58.0,67,11,18,12,7.0,13.0,15.0,12.0
27,sub0198,0.0,0.0,0.0,0.0,0.0,0.0,100.0,51.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,67,66.0,28.0,98.0,29.0,0.0,0.0,100.0,16.0,97,0,28,89,76.0,84.0,80.0,49.0
28,sub0160,0.0,4.0,3.0,0.0,0.0,85.0,88.0,74.0,99.0,79.0,79.0,98.0,64.0,92.0,85.0,71.0,95.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,95,85.0,80.0,96.0,96.0,91.0,76.0,94.0,87.0,93,94,98,83,94.0,88.0,100.0,94.0
29,sub0608,23.0,0.0,0.0,0.0,0.0,0.0,75.0,60.0,68.0,84.0,94.0,89.0,61.0,20.0,71.0,85.0,78.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,33,51.0,81.0,64.0,78.0,34.0,64.0,77.0,66.0,31,33,51,58,35.0,23.0,49.0,71.0
30,sub0402,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,72,100.0,28.0,26.0,75.0,84.0,74.0,0.0,0.0,100,78,100,89,100.0,100.0,100.0,100.0
31,sub0114,75.0,76.0,5.0,0.0,0.0,3.0,10.0,31.0,63.0,35.0,57.0,65.0,49.0,94.0,10.0,49.0,38.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,59,72.0,78.0,76.0,69.0,76.0,81.0,73.0,74.0,54,58,59,70,57.0,66.0,65.0,69.0
32,sub0607,29.0,4.0,5.0,0.0,0.0,76.0,73.0,0.0,68.0,74.0,10.0,80.0,79.0,82.0,50.0,71.0,77.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,51,51.0,50.0,74.0,76.0,51.0,66.0,50.0,50.0,50,1,67,63,50.0,49.0,57.0,80.0
33,sub0642,0.0,0.0,0.0,0.0,0.0,68.0,78.0,16.0,50.0,70.0,93.0,97.0,85.0,67.0,63.0,66.0,89.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,69,87.0,71.0,75.0,83.0,83.0,93.0,76.0,29.0,86,74,89,82,86.0,89.0,96.0,100.0
34,sub0519,0.0,0.0,0.0,0.0,0.0,49.0,100.0,20.0,50.0,28.0,100.0,100.0,14.0,18.0,100.0,100.0,100.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,77,100.0,100.0,100.0,100.0,100.0,100.0,91.0,50.0,100,100,100,84,83.0,87.0,88.0,100.0
35,sub0101,4.0,0.0,0.0,0.0,0.0,41.0,83.0,28.0,41.0,47.0,89.0,66.0,61.0,17.0,13.0,45.0,87.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,52,53.0,51.0,63.0,86.0,39.0,55.0,23.0,41.0,28,25,60,46,47.0,49.0,50.0,65.0
36,sub0026,35.0,0.0,0.0,0.0,0.0,47.0,59.0,45.0,59.0,55.0,26.0,63.0,57.0,66.0,69.0,74.0,72.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,26,39.0,39.0,48.0,36.0,54.0,34.0,45.0,34.0,49,69,54,34,42.0,48.0,48.0,29.0
37,sub0113,78.0,20.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,32.0,98.0,98.0,14.0,28.0,64.0,49.0,100.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,33,19.0,78.0,74.0,70.0,52.0,50.0,71.0,34.0,13,13,30,24,22.0,52.0,51.0,25.0
38,sub0066,0.0,0.0,0.0,0.0,0.0,19.0,100.0,24.0,8.0,36.0,93.0,100.0,43.0,28.0,53.0,71.0,98.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,100,53.0,67.0,70.0,67.0,80.0,48.0,66.0,24.0,51,28,38,100,100.0,80.0,55.0,46.0
39,sub0336,0.0,0.0,0.0,0.0,0.0,41.0,100.0,100.0,100.0,56.0,100.0,100.0,28.0,100.0,100.0,100.0,100.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,37,30.0,35.0,85.0,27.0,62.0,72.0,95.0,38.0,100,19,37,50,25.0,17.0,10.0,74.0
40,sub0576,34.0,9.0,0.0,0.0,0.0,77.0,85.0,81.0,69.0,93.0,93.0,87.0,96.0,81.0,95.0,83.0,87.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,68,58.0,73.0,85.0,65.0,41.0,76.0,45.0,27.0,56,17,14,59,73.0,78.0,76.0,68.0
41,sub0018,0.0,0.0,0.0,0.0,0.0,68.0,85.0,4.0,57.0,66.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,72,79.0,100.0,100.0,100.0,100.0,100.0,95.0,0.0,33,21,68,81,77.0,78.0,79.0,67.0
42,sub0418,69.0,33.0,10.0,3.0,0.0,20.0,72.0,80.0,81.0,82.0,80.0,83.0,93.0,80.0,90.0,98.0,89.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,60,69.0,77.0,79.0,94.0,48.0,20.0,60.0,32.0,51,78,77,64,61.0,61.0,64.0,66.0
43,sub0070,0.0,0.0,0.0,0.0,0.0,18.0,95.0,88.0,80.0,62.0,76.0,76.0,60.0,60.0,75.0,49.0,77.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4,94.0,91.0,89.0,85.0,82.0,80.0,51.0,65.0,69,49,73,20,5.0,52.0,79.0,90.0
44,sub0486,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,49,78.0,100.0,100.0,100.0,50.0,73.0,29.0,0.0,100,100,71,51,18.0,33.0,31.0,50.0
45,sub0443,88.0,73.0,54.0,49.0,30.0,0.0,19.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,51.0,14.0,7.0,84.0,11.0,9.0,75.0,69.0,48,0,79,4,3.0,3.0,9.0,72.0
46,sub0199,0.0,0.0,0.0,0.0,0.0,90.0,100.0,63.0,0.0,100.0,100.0,100.0,100.0,91.0,100.0,100.0,100.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12,100.0,14.0,100.0,11.0,90.0,90.0,100.0,50.0,100,0,3,13,12.0,11.0,13.0,10.0
47,sub0320,0.0,0.0,0.0,0.0,0.0,62.0,87.0,21.0,0.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,4.0,2.0,4.0,4.0,3.0,3.0,0.0,49,21.0,23.0,3.0,31.0,23.0,32.0,89.0,46.0,1,0,9,53,54.0,59.0,59.0,59.0
48,sub0444,17.0,0.0,0.0,0.0,0.0,51.0,91.0,7.0,1.0,64.0,83.0,96.0,58.0,59.0,81.0,82.0,93.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,18,58.0,34.0,68.0,23.0,25.0,19.0,77.0,58.0,53,5,21,32,37.0,27.0,38.0,64.0
49,sub0293,42.0,28.0,16.0,9.0,2.0,40.0,62.0,16.0,30.0,63.0,67.0,50.0,35.0,38.0,72.0,66.0,60.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,36,63.0,29.0,43.0,43.0,36.0,58.0,48.0,41.0,32,40,47,42,41.0,44.0,45.0,63.0
50,sub0646,0.0,0.0,0.0,0.0,0.0,62.0,75.0,81.0,57.0,100.0,100.0,100.0,100.0,64.0,100.0,100.0,100.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,53,68.0,100.0,100.0,100.0,100.0,100.0,86.0,12.0,100,92,100,74,55.0,53.0,83.0,53.0
51,sub0564,11.0,2.0,0.0,0.0,0.0,4.0,95.0,68.0,57.0,68.0,93.0,98.0,74.0,3.0,57.0,97.0,95.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3,71.0,3.0,68.0,96.0,8.0,7.0,97.0,72.0,75,88,95,4,6.0,45.0,72.0,3.0
52,sub0300,0.0,0.0,0.0,0.0,0.0,3.0,92.0,50.0,62.0,100.0,100.0,100.0,100.0,68.0,92.0,98.0,100.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,91,53.0,100.0,100.0,100.0,95.0,98.0,51.0,27.0,95,36,56,83,95.0,97.0,100.0,62.0
53,sub0317,60.0,40.0,3.0,0.0,0.0,19.0,39.0,50.0,51.0,49.0,71.0,73.0,63.0,48.0,59.0,71.0,49.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,21,59.0,51.0,57.0,67.0,59.0,40.0,90.0,56.0,73,79,63,23,29.0,48.0,30.0,60.0
54,sub0385,26.0,2.0,0.0,0.0,0.0,51.0,92.0,47.0,48.0,76.0,85.0,98.0,94.0,90.0,90.0,94.0,88.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,80,88.0,93.0,100.0,91.0,72.0,78.0,87.0,41.0,76,57,87,90,88.0,89.0,94.0,79.0
55,sub0169,0.0,0.0,0.0,0.0,0.0,12.0,100.0,21.0,16.0,100.0,100.0,100.0,81.0,79.0,100.0,100.0,100.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,27,58.0,58.0,64.0,59.0,64.0,46.0,77.0,64.0,71,48,80,21,19.0,28.0,30.0,49.0
56,sub0558,0.0,0.0,0.0,0.0,0.0,25.0,76.0,80.0,64.0,92.0,70.0,68.0,85.0,13.0,75.0,49.0,66.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,74,87.0,50.0,83.0,88.0,66.0,79.0,59.0,50.0,64,81,77,76,67.0,85.0,86.0,59.0
57,sub0463,2.0,0.0,0.0,0.0,0.0,30.0,100.0,1.0,1.0,8.0,95.0,100.0,88.0,11.0,16.0,18.0,97.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,42,48.0,41.0,94.0,50.0,52.0,51.0,100.0,13.0,42,12,56,53,48.0,52.0,63.0,100.0
58,sub0099,92.0,50.0,35.0,20.0,3.0,100.0,90.0,58.0,0.0,0.0,13.0,100.0,87.0,100.0,100.0,100.0,100.0,3.0,2.0,4.0,4.0,2.0,4.0,0.0,49,78.0,85.0,81.0,100.0,87.0,100.0,92.0,45.0,51,100,100,59,70.0,58.0,47.0,89.0
59,sub0136,0.0,0.0,0.0,0.0,0.0,31.0,82.0,3.0,0.0,100.0,82.0,70.0,100.0,48.0,66.0,55.0,62.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,29,25.0,53.0,70.0,27.0,31.0,37.0,83.0,48.0,38,4,20,39,25.0,24.0,31.0,23.0
60,sub0017,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,50.0,100.0,100.0,49.0,0.0,0.0,0.0,100.0,0.0,2.0,4.0,0.0,2.0,4.0,4.0,50,100.0,47.0,50.0,100.0,50.0,51.0,98.0,0.0,85,100,100,50,100.0,100.0,100.0,76.0
61,sub0157,54.0,31.0,15.0,3.0,0.0,74.0,58.0,60.0,71.0,71.0,89.0,83.0,72.0,41.0,72.0,61.0,74.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,63,23.0,89.0,48.0,100.0,54.0,73.0,86.0,30.0,25,50,95,85,62.0,58.0,40.0,53.0
